step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
4611.0,[1711],[1860185.9229719504],[5846659.166355055],[10987.0]
4616.0,[1713],[1861890.7517058302],[5852004.221874154],[10987.0]
4623.0,[1713],[1861890.7517058302],[5852004.221874154],[10987.0]
4628.0,[1717],[1866284.3564381248],[5865779.329899066],[11008.0]
4635.0,[1718],[1873768.7124935053],[5889245.006620969],[11008.0]
4642.0,[1722],[1878523.9493105754],[5904154.032253254],[11026.0]
4649.0,[1725],[1878523.9493105754],[5904154.032253254],[11029.0]
4656.0,[1726],[1878523.9493105754],[5904154.032253254],[11030.0]
4661.0,[1728],[1878523.9493105754],[5904154.032253254],[11037.0]
4668.0,[1731],[1879680.5712107487],[5907780.311622703],[11051.0]
4673.0,[1732],[1879680.5712107487],[5907780.311622703],[11051.0]
4680.0,[1737],[1883190.8538322907],[5918785.913846148],[11062.0]
4685.0,[1739],[1883190.8538322907],[5918785.913846148],[11063.0]
4692.0,[1742],[1883699.1093580234],[5920379.361389582],[11063.0]
4697.0,[1745],[1884342.61863347],[5922396.875173109],[11082.0]
4704.0,[1750],[1890447.9244009827],[5941538.7633597925],[11125.0]
4709.0,[1752],[1890447.9244009827],[5941538.7633597925],[11125.0]
4716.0,[1759],[1895692.040791498],[5957979.621931791],[11160.0]
4721.0,[1762],[1896527.2234201927],[5960597.949998834],[11161.0]
4728.0,[1767],[1898330.5531582118],[5966251.770691857],[11194.0]
4733.0,[1768],[1898330.5531582118],[5966251.770691857],[11194.0]
4740.0,[1771],[1899702.3934615303],[5970552.766575708],[11195.0]
4745.0,[1777],[1905437.024985162],[5988532.076467554],[11197.0]
4752.0,[1778],[1905437.024985162],[5988532.076467554],[11197.0]
4757.0,[1781],[1905437.024985162],[5988532.076467554],[11198.0]
4764.0,[1782],[1905437.024985162],[5988532.076467554],[11215.0]
4769.0,[1783],[1911948.7057276778],[6008945.460900683],[11215.0]
4776.0,[1785],[1915205.984744644],[6019157.708636455],[11223.0]
4781.0,[1787],[1918446.5165277584],[6029316.646779914],[11223.0]
4788.0,[1789],[1919435.842255552],[6032418.401814166],[11223.0]
4793.0,[1790],[1919435.842255552],[6032418.401814166],[11223.0]
4800.0,[1792],[1920775.6639630918],[6036619.003335367],[11223.0]
4805.0,[1794],[1920775.6639630918],[6036619.003335367],[11291.0]
4812.0,[1797],[1920775.6639630918],[6036619.003335367],[11351.0]
4817.0,[1799],[1922931.1089939266],[6043376.915686845],[11355.0]
4824.0,[1804],[1925311.0409316747],[6050838.595966383],[11355.0]
4829.0,[1806],[1932359.1631556784],[6072934.082612803],[11365.0]
4836.0,[1809],[1934812.148756983],[6080624.797158052],[11367.0]
4841.0,[1810],[1934812.148756983],[6080624.797158052],[11368.0]
4848.0,[1814],[1934812.148756983],[6080624.797158052],[11392.0]
4853.0,[1817],[1937880.7799674796],[6090244.738297828],[11445.0]
4860.0,[1821],[1941095.7912399098],[6100324.56992881],[11455.0]
4865.0,[1825],[1946453.6834280754],[6117122.943882908],[11459.0]
4872.0,[1827],[1946453.6834280754],[6117122.943882908],[11459.0]
4877.0,[1831],[1950878.1664581357],[6130994.874692131],[11481.0]
4884.0,[1833],[1951566.2945179632],[6133152.266939111],[11489.0]
4891.0,[1838],[1953351.972104229],[6138750.826348946],[11492.0]
4896.0,[1841],[1959949.954151283],[6159437.273332199],[11545.0]
