step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
2119.0,[496],[660071.0544725165],[2073245.8550946624],[2000.0]
2126.0,[497],[660071.0544725165],[2073245.8550946624],[2000.0]
2133.0,[501],[660071.0544725165],[2073245.8550946624],[2000.0]
2138.0,[505],[663046.9645958231],[2082576.0776142671],[2001.0]
2145.0,[509],[667236.4701318752],[2095710.5402290958],[2043.0]
2152.0,[512],[675832.9701864091],[2122660.0106235542],[2043.0]
2157.0,[516],[676680.809676839],[2125318.155568032],[2061.0]
2164.0,[519],[680292.5463478429],[2136641.9847655077],[2082.0]
2171.0,[521],[682843.4066032646],[2144639.6207796484],[2098.0]
2178.0,[524],[683499.191673759],[2146695.582225934],[2152.0]
2185.0,[526],[685491.9703855205],[2152943.346970544],[2152.0]
2190.0,[531],[689296.4412256295],[2164871.363889276],[2182.0]
2197.0,[534],[691649.038337931],[2172246.827579325],[2220.0]
2202.0,[540],[697106.7899484638],[2189358.4984581056],[2287.0]
2209.0,[544],[697731.6335529326],[2191317.4668671554],[2335.0]
2216.0,[547],[697731.6335529326],[2191317.4668671554],[2335.0]
2221.0,[553],[697731.6335529326],[2191317.4668671554],[2335.0]
2228.0,[556],[699518.9923091397],[2196921.316198643],[2367.0]
2233.0,[556],[699518.9923091397],[2196921.316198643],[2367.0]
2240.0,[561],[705455.4086969899],[2215533.6112242546],[2388.0]
2245.0,[566],[716269.1928220275],[2249433.8560605203],[2439.0]
2252.0,[570],[717353.7295784041],[2252834.1294517624],[2451.0]
2257.0,[571],[717353.7295784041],[2252834.1294517624],[2453.0]
2264.0,[575],[734239.7259051742],[2305769.1637184015],[2458.0]
2271.0,[578],[741197.3526151374],[2327583.3268594993],[2463.0]
2278.0,[581],[743138.5173393697],[2333669.298600245],[2510.0]
2283.0,[581],[743138.5173393697],[2333669.298600245],[2510.0]
2290.0,[582],[743138.5173393697],[2333669.298600245],[2516.0]
2295.0,[583],[743138.5173393697],[2333669.298600245],[2518.0]
2302.0,[588],[749425.4260625048],[2353380.393486322],[2573.0]
2309.0,[588],[749425.4260625048],[2353380.393486322],[2573.0]
2316.0,[590],[754944.7673975743],[2370685.0520666894],[2600.0]
