step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
195.0,[144],[106424.86418456225],[333662.4223889714],[0.0]
196.0,[144],[106424.86418456225],[333662.4223889714],[0.0]
197.0,[144],[106424.86418456225],[333662.4223889714],[0.0]
198.0,[144],[106424.86418456225],[333662.4223889714],[0.0]
199.0,[144],[106424.86418456225],[333662.4223889714],[0.0]
200.0,[144],[106424.86418456225],[333662.4223889714],[0.0]
201.0,[144],[106424.86418456225],[333662.4223889714],[0.0]
202.0,[145],[107235.3763200665],[336203.55209054466],[0.0]
203.0,[146],[107910.90781384458],[338321.4484271454],[0.0]
204.0,[149],[110025.12806828046],[344949.87101841206],[0.0]
205.0,[150],[110700.06587618275],[347065.9054989705],[0.0]
206.0,[150],[110700.06587618275],[347065.9054989705],[0.0]
207.0,[150],[110700.06587618275],[347065.9054989705],[0.0]
208.0,[150],[110700.06587618275],[347065.9054989705],[0.0]
209.0,[150],[110700.06587618275],[347065.9054989705],[0.0]
210.0,[150],[110700.06587618275],[347065.9054989705],[0.0]
211.0,[150],[110700.06587618275],[347065.9054989705],[0.0]
212.0,[150],[110700.06587618275],[347065.9054989705],[0.0]
213.0,[150],[110700.06587618275],[347065.9054989705],[0.0]
214.0,[150],[110700.06587618275],[347065.9054989705],[0.0]
215.0,[150],[110700.06587618275],[347065.9054989705],[0.0]
216.0,[158],[116828.17808602979],[366278.78086585435],[0.0]
217.0,[162],[119580.8815496496],[374908.9619784004],[0.0]
218.0,[162],[119580.8815496496],[374908.9619784004],[0.0]
219.0,[162],[119580.8815496496],[374908.9619784004],[0.0]
220.0,[162],[119580.8815496496],[374908.9619784004],[0.0]
221.0,[162],[119580.8815496496],[374908.9619784004],[0.0]
222.0,[162],[119580.8815496496],[374908.9619784004],[0.0]
223.0,[162],[119580.8815496496],[374908.9619784004],[0.0]
224.0,[162],[119580.8815496496],[374908.9619784004],[0.0]
225.0,[162],[119580.8815496496],[374908.9619784004],[0.0]
226.0,[162],[119580.8815496496],[374908.9619784004],[0.0]
227.0,[162],[119580.8815496496],[374908.9619784004],[0.0]
228.0,[165],[121894.3890137962],[382162.28352129547],[0.0]
229.0,[166],[122597.90247594494],[384367.9246438224],[0.0]
230.0,[166],[122597.90247594494],[384367.9246438224],[0.0]
231.0,[168],[124103.0581895618],[389086.8899701076],[0.0]
232.0,[168],[124103.0581895618],[389086.8899701076],[0.0]
233.0,[168],[124103.0581895618],[389086.8899701076],[0.0]
234.0,[168],[124103.0581895618],[389086.8899701076],[0.0]
235.0,[168],[124103.0581895618],[389086.8899701076],[0.0]
236.0,[168],[124103.0581895618],[389086.8899701076],[0.0]
237.0,[168],[124103.0581895618],[389086.8899701076],[0.0]
238.0,[168],[124103.0581895618],[389086.8899701076],[0.0]
239.0,[168],[124103.0581895618],[389086.8899701076],[0.0]
240.0,[175],[129309.85771930669],[405411.22807217867],[0.0]
241.0,[176],[129987.89868342142],[407536.9941671824],[0.0]
242.0,[176],[129987.89868342142],[407536.9941671824],[0.0]
243.0,[176],[129987.89868342142],[407536.9941671824],[0.0]
244.0,[176],[129987.89868342142],[407536.9941671824],[0.0]
245.0,[178],[131530.94419492793],[412374.7598263555],[0.0]
246.0,[178],[131530.94419492793],[412374.7598263555],[0.0]
247.0,[178],[131530.94419492793],[412374.7598263555],[0.0]
248.0,[178],[131530.94419492793],[412374.7598263555],[0.0]
249.0,[178],[131530.94419492793],[412374.7598263555],[0.0]
250.0,[178],[131530.94419492793],[412374.7598263555],[0.0]
251.0,[178],[131530.94419492793],[412374.7598263555],[0.0]
252.0,[182],[134616.4448387019],[422048.4399626892],[0.0]
253.0,[184],[136090.7397239639],[426670.6392045564],[0.0]
254.0,[184],[136090.7397239639],[426670.6392045564],[0.0]
255.0,[184],[136090.7397239639],[426670.6392045564],[0.0]
256.0,[184],[136090.7397239639],[426670.6392045564],[0.0]
257.0,[184],[136090.7397239639],[426670.6392045564],[0.0]
258.0,[184],[136090.7397239639],[426670.6392045564],[0.0]
259.0,[184],[136090.7397239639],[426670.6392045564],[0.0]
260.0,[186],[137531.40044424313],[431187.38209704397],[0.0]
261.0,[186],[137531.40044424313],[431187.38209704397],[0.0]
262.0,[186],[137531.40044424313],[431187.38209704397],[0.0]
263.0,[186],[137531.40044424313],[431187.38209704397],[0.0]
264.0,[191],[141265.34625128182],[442894.03996176645],[0.0]
265.0,[194],[143354.20565623112],[449442.978070403],[0.0]
266.0,[194],[143354.20565623112],[449442.978070403],[0.0]
267.0,[194],[143354.20565623112],[449442.978070403],[0.0]
268.0,[194],[143354.20565623112],[449442.978070403],[0.0]
269.0,[194],[143354.20565623112],[449442.978070403],[0.0]
270.0,[194],[143354.20565623112],[449442.978070403],[0.0]
271.0,[194],[143354.20565623112],[449442.978070403],[0.0]
