step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
3383.0,[2212],[1629292.6108364775],[5108108.060929195],[0.0]
3384.0,[2218],[1633887.8424140988],[5122515.038064112],[0.0]
3385.0,[2222],[1636683.4851341746],[5131279.862280005],[0.0]
3386.0,[2222],[1636683.4851341746],[5131279.862280005],[0.0]
3387.0,[2222],[1636683.4851341746],[5131279.862280005],[0.0]
3388.0,[2222],[1636683.4851341746],[5131279.862280005],[0.0]
3389.0,[2222],[1636683.4851341746],[5131279.862280005],[0.0]
3390.0,[2222],[1636683.4851341746],[5131279.862280005],[0.0]
3391.0,[2222],[1636683.4851341746],[5131279.862280005],[0.0]
3392.0,[2222],[1636683.4851341746],[5131279.862280005],[0.0]
3393.0,[2222],[1636683.4851341746],[5131279.862280005],[0.0]
3394.0,[2222],[1636683.4851341746],[5131279.862280005],[0.0]
3395.0,[2222],[1636683.4851341746],[5131279.862280005],[0.0]
3396.0,[2224],[1638263.4616576468],[5136233.421484554],[0.0]
3397.0,[2226],[1639686.0942090354],[5140693.634847922],[0.0]
3398.0,[2226],[1639686.0942090354],[5140693.634847922],[0.0]
3399.0,[2226],[1639686.0942090354],[5140693.634847922],[0.0]
3400.0,[2226],[1639686.0942090354],[5140693.634847922],[0.0]
3401.0,[2226],[1639686.0942090354],[5140693.634847922],[0.0]
3402.0,[2226],[1639686.0942090354],[5140693.634847922],[0.0]
3403.0,[2226],[1639686.0942090354],[5140693.634847922],[0.0]
3404.0,[2226],[1639686.0942090354],[5140693.634847922],[0.0]
3405.0,[2226],[1639686.0942090354],[5140693.634847922],[0.0]
3406.0,[2226],[1639686.0942090354],[5140693.634847922],[0.0]
3407.0,[2226],[1639686.0942090354],[5140693.634847922],[0.0]
3408.0,[2232],[1644346.4058170225],[5155304.670150644],[0.0]
3409.0,[2234],[1645730.4365491136],[5159643.83600388],[0.0]
3410.0,[2234],[1645730.4365491136],[5159643.83600388],[0.0]
3411.0,[2234],[1645730.4365491136],[5159643.83600388],[0.0]
3412.0,[2234],[1645730.4365491136],[5159643.83600388],[0.0]
3413.0,[2234],[1645730.4365491136],[5159643.83600388],[0.0]
3414.0,[2234],[1645730.4365491136],[5159643.83600388],[0.0]
3415.0,[2234],[1645730.4365491136],[5159643.83600388],[0.0]
3416.0,[2235],[1646563.7109332536],[5162256.182156306],[0.0]
3417.0,[2236],[1647374.2961203286],[5164797.400207088],[0.0]
3418.0,[2236],[1647374.2961203286],[5164797.400207088],[0.0]
3419.0,[2236],[1647374.2961203286],[5164797.400207088],[0.0]
3420.0,[2240],[1650424.1020450431],[5174359.159148996],[0.0]
3421.0,[2242],[1651865.7580550492],[5178879.019437716],[0.0]
3422.0,[2242],[1651865.7580550492],[5178879.019437716],[0.0]
3423.0,[2242],[1651865.7580550492],[5178879.019437716],[0.0]
3424.0,[2242],[1651865.7580550492],[5178879.019437716],[0.0]
3425.0,[2242],[1651865.7580550492],[5178879.019437716],[0.0]
3426.0,[2242],[1651865.7580550492],[5178879.019437716],[0.0]
3427.0,[2242],[1651865.7580550492],[5178879.019437716],[0.0]
3428.0,[2242],[1651865.7580550492],[5178879.019437716],[0.0]
3429.0,[2242],[1651865.7580550492],[5178879.019437716],[0.0]
3430.0,[2242],[1651865.7580550492],[5178879.019437716],[0.0]
3431.0,[2242],[1651865.7580550492],[5178879.019437716],[0.0]
3432.0,[2246],[1654890.9483914834],[5188363.598654835],[0.0]
3433.0,[2250],[1657712.1196482326],[5197208.4785991805],[0.0]
3434.0,[2250],[1657712.1196482326],[5197208.4785991805],[0.0]
3435.0,[2250],[1657712.1196482326],[5197208.4785991805],[0.0]
3436.0,[2250],[1657712.1196482326],[5197208.4785991805],[0.0]
3437.0,[2250],[1657712.1196482326],[5197208.4785991805],[0.0]
3438.0,[2250],[1657712.1196482326],[5197208.4785991805],[0.0]
